facility_name,trial_stage,bag_set,bag_number,product_name,percent_residual
Facility 8 (ASP),First Removal,C (yellow),3,PLA-lined Bagasse Bowl 300mL,
Facility 8 (ASP),First Removal,C (yellow),4,PLA-lined Bagasse Bowl 300mL,
Facility 8 (ASP),First Removal,C (yellow),5,PLA-lined Bagasse Bowl 300mL,
Facility 8 (ASP),Second Removal,A (blue),10,PLA-lined Bagasse Bowl 300mL,
Facility 8 (ASP),Second Removal,A (blue),6,PLA-lined Bagasse Bowl 300mL,
Facility 8 (ASP),Second Removal,A (blue),7,PLA-lined Bagasse Bowl 300mL,
Facility 8 (ASP),Second Removal,A (blue),8,PLA-lined Bagasse Bowl 300mL,
Facility 8 (ASP),Second Removal,A (blue),9,PLA-lined Bagasse Bowl 300mL,
Facility 8 (ASP),Second Removal,B (green),10,PLA-lined Bagasse Bowl 300mL,69.6%
Facility 8 (ASP),Second Removal,B (green),6,PLA-lined Bagasse Bowl 300mL,76.4%
Facility 8 (ASP),Second Removal,B (green),7,PLA-lined Bagasse Bowl 300mL,78.2%
Facility 8 (ASP),Second Removal,B (green),8,PLA-lined Bagasse Bowl 300mL,77.9%
Facility 8 (ASP),Second Removal,B (green),9,PLA-lined Bagasse Bowl 300mL,74.2%
Facility 8 (ASP),Second Removal,C (yellow),10,PLA-lined Bagasse Bowl 300mL,
Facility 8 (ASP),Second Removal,C (yellow),6,PLA-lined Bagasse Bowl 300mL,
Facility 8 (ASP),Second Removal,C (yellow),7,PLA-lined Bagasse Bowl 300mL,
Facility 8 (ASP),Second Removal,C (yellow),8,PLA-lined Bagasse Bowl 300mL,
Facility 8 (ASP),Second Removal,C (yellow),9,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),First Removal,A (blue),10,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),First Removal,A (blue),2,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),First Removal,A (blue),4,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),First Removal,A (blue),6,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),First Removal,A (blue),9,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),First Removal,B (green),1,PLA-lined Bagasse Bowl 300mL,68.7%
Facility 9 (EASP),First Removal,B (green),2,PLA-lined Bagasse Bowl 300mL,78.3%
Facility 9 (EASP),First Removal,B (green),4,PLA-lined Bagasse Bowl 300mL,81.6%
Facility 9 (EASP),First Removal,B (green),5,PLA-lined Bagasse Bowl 300mL,89.5%
Facility 9 (EASP),First Removal,B (green),6,PLA-lined Bagasse Bowl 300mL,87.4%
Facility 9 (EASP),First Removal,C (yellow),1,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),First Removal,C (yellow),2,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),First Removal,C (yellow),3,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),First Removal,C (yellow),4,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),First Removal,C (yellow),5,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),Second Removal,A (blue),1,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),Second Removal,A (blue),3,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),Second Removal,A (blue),5,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),Second Removal,A (blue),7,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),Second Removal,A (blue),8,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),Second Removal,B (green),10,PLA-lined Bagasse Bowl 300mL,71.0%
Facility 9 (EASP),Second Removal,B (green),3,PLA-lined Bagasse Bowl 300mL,79.4%
Facility 9 (EASP),Second Removal,B (green),7,PLA-lined Bagasse Bowl 300mL,78.5%
Facility 9 (EASP),Second Removal,B (green),8,PLA-lined Bagasse Bowl 300mL,72.9%
Facility 9 (EASP),Second Removal,B (green),9,PLA-lined Bagasse Bowl 300mL,74.4%
Facility 9 (EASP),Second Removal,C (yellow),10,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),Second Removal,C (yellow),6,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),Second Removal,C (yellow),7,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),Second Removal,C (yellow),8,PLA-lined Bagasse Bowl 300mL,
Facility 9 (EASP),Second Removal,C (yellow),9,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),First Removal,A (blue),2,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),First Removal,A (blue),4,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),First Removal,A (blue),6,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),First Removal,A (blue),7,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),First Removal,A (blue),9,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),First Removal,B (green),10,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 10 (Windrow),First Removal,B (green),2,PLA-lined Bagasse Bowl 300mL,70.1%
Facility 10 (Windrow),First Removal,B (green),4,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 10 (Windrow),First Removal,B (green),6,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 10 (Windrow),First Removal,B (green),7,PLA-lined Bagasse Bowl 300mL,45.3%
Facility 10 (Windrow),First Removal,C (yellow),1,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),First Removal,C (yellow),3,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),First Removal,C (yellow),5,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),First Removal,C (yellow),6,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),First Removal,C (yellow),7,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),Second Removal,A (blue),1,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),Second Removal,A (blue),10,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),Second Removal,A (blue),3,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),Second Removal,A (blue),5,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),Second Removal,A (blue),8,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),Second Removal,B (green),1,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 10 (Windrow),Second Removal,B (green),3,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 10 (Windrow),Second Removal,B (green),5,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 10 (Windrow),Second Removal,B (green),9,PLA-lined Bagasse Bowl 300mL,8.4%
Facility 10 (Windrow),Second Removal,C (yellow),10,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),Second Removal,C (yellow),2,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),Second Removal,C (yellow),4,PLA-lined Bagasse Bowl 300mL,
Facility 10 (Windrow),Second Removal,C (yellow),9,PLA-lined Bagasse Bowl 300mL,
Facility 3 (EASP),First Removal,(blank),(blank),PLA-lined Bagasse Bowl 300mL,11.8%
Facility 3 (EASP),Second Removal,(blank),(blank),PLA-lined Bagasse Bowl 300mL,19.8%
Facility 4 (In-Vessel),First Removal,(blank),(blank),PLA-lined Bagasse Bowl 300mL,0.0%
Facility 4 (In-Vessel),Second Removal,(blank),(blank),PLA-lined Bagasse Bowl 300mL,0.0%
Facility 1 ( Windrow),First Removal,A (blue),10,CPLA Spoon 6,
Facility 1 ( Windrow),First Removal,A (blue),6,CPLA Spoon 6,
Facility 1 ( Windrow),First Removal,A (blue),7,CPLA Spoon 6,
Facility 1 ( Windrow),First Removal,A (blue),8,CPLA Spoon 6,
Facility 1 ( Windrow),First Removal,A (blue),9,CPLA Spoon 6,
Facility 1 ( Windrow),First Removal,B (green),10,CPLA Spoon 6,
Facility 1 ( Windrow),First Removal,B (green),6,CPLA Spoon 6,
Facility 1 ( Windrow),First Removal,B (green),7,CPLA Spoon 6,
Facility 1 ( Windrow),First Removal,B (green),8,CPLA Spoon 6,
Facility 1 ( Windrow),First Removal,B (green),9,CPLA Spoon 6,
Facility 1 ( Windrow),First Removal,C (yellow),10,CPLA Spoon 6,3.4%
Facility 1 ( Windrow),First Removal,C (yellow),6,CPLA Spoon 6,0.6%
Facility 1 ( Windrow),First Removal,C (yellow),7,CPLA Spoon 6,0.0%
Facility 1 ( Windrow),First Removal,C (yellow),8,CPLA Spoon 6,1.7%
Facility 1 ( Windrow),First Removal,C (yellow),9,CPLA Spoon 6,93.8%
Facility 1 ( Windrow),Second Removal,A (blue),1,CPLA Spoon 6,
Facility 1 ( Windrow),Second Removal,A (blue),2,CPLA Spoon 6,
Facility 1 ( Windrow),Second Removal,A (blue),3,CPLA Spoon 6,
Facility 1 ( Windrow),Second Removal,A (blue),4,CPLA Spoon 6,
Facility 1 ( Windrow),Second Removal,A (blue),5,CPLA Spoon 6,
Facility 1 ( Windrow),Second Removal,B (green),1,CPLA Spoon 6,
Facility 1 ( Windrow),Second Removal,B (green),2,CPLA Spoon 6,
Facility 1 ( Windrow),Second Removal,B (green),3,CPLA Spoon 6,
Facility 1 ( Windrow),Second Removal,B (green),4,CPLA Spoon 6,
Facility 1 ( Windrow),Second Removal,B (green),5,CPLA Spoon 6,
Facility 1 ( Windrow),Second Removal,C (yellow),1,CPLA Spoon 6,76.7%
Facility 1 ( Windrow),Second Removal,C (yellow),2,CPLA Spoon 6,0.0%
Facility 1 ( Windrow),Second Removal,C (yellow),3,CPLA Spoon 6,68.7%
Facility 1 ( Windrow),Second Removal,C (yellow),4,CPLA Spoon 6,0.0%
Facility 1 ( Windrow),Second Removal,C (yellow),5,CPLA Spoon 6,53.6%
Facility 2 (CASP),First Removal,A (blue),2,CPLA Spoon 6,
Facility 2 (CASP),First Removal,A (blue),4,CPLA Spoon 6,
Facility 2 (CASP),First Removal,A (blue),5,CPLA Spoon 6,
Facility 2 (CASP),First Removal,A (blue),7,CPLA Spoon 6,
Facility 2 (CASP),First Removal,A (blue),9,CPLA Spoon 6,
Facility 2 (CASP),First Removal,B (green),(blank),CPLA Spoon 6,
Facility 2 (CASP),First Removal,B (green),1,CPLA Spoon 6,
Facility 2 (CASP),First Removal,B (green),2,CPLA Spoon 6,
Facility 2 (CASP),First Removal,B (green),4,CPLA Spoon 6,
Facility 2 (CASP),First Removal,B (green),5,CPLA Spoon 6,
Facility 2 (CASP),First Removal,B (green),8,CPLA Spoon 6,
Facility 2 (CASP),First Removal,C (yellow),1,CPLA Spoon 6,0.8%
Facility 2 (CASP),First Removal,C (yellow),2,CPLA Spoon 6,0.0%
Facility 2 (CASP),First Removal,C (yellow),4,CPLA Spoon 6,0.0%
Facility 2 (CASP),First Removal,C (yellow),5,CPLA Spoon 6,0.0%
Facility 2 (CASP),First Removal,C (yellow),9,CPLA Spoon 6,0.0%
Facility 2 (CASP),Second Removal,A (blue),10,CPLA Spoon 6,
Facility 2 (CASP),Second Removal,A (blue),3,CPLA Spoon 6,
Facility 2 (CASP),Second Removal,A (blue),6,CPLA Spoon 6,
Facility 2 (CASP),Second Removal,A (blue),8,CPLA Spoon 6,
Facility 2 (CASP),Second Removal,B (green),3,CPLA Spoon 6,
Facility 2 (CASP),Second Removal,B (green),6,CPLA Spoon 6,
Facility 2 (CASP),Second Removal,B (green),7,CPLA Spoon 6,
Facility 2 (CASP),Second Removal,B (green),9,CPLA Spoon 6,
Facility 2 (CASP),Second Removal,C (yellow),10,CPLA Spoon 6,0.0%
Facility 2 (CASP),Second Removal,C (yellow),3,CPLA Spoon 6,0.0%
Facility 2 (CASP),Second Removal,C (yellow),6,CPLA Spoon 6,0.0%
Facility 2 (CASP),Second Removal,C (yellow),7,CPLA Spoon 6,0.0%
Facility 2 (CASP),Second Removal,C (yellow),8,CPLA Spoon 6,0.0%
Facility 5 (EASP),First Removal,A (blue),1,CPLA Spoon 6,
Facility 5 (EASP),First Removal,A (blue),10,CPLA Spoon 6,
Facility 5 (EASP),First Removal,A (blue),4,CPLA Spoon 6,
Facility 5 (EASP),First Removal,A (blue),6,CPLA Spoon 6,
Facility 5 (EASP),First Removal,A (blue),8,CPLA Spoon 6,
Facility 5 (EASP),First Removal,B (green),2,CPLA Spoon 6,
Facility 5 (EASP),First Removal,B (green),5,CPLA Spoon 6,
Facility 5 (EASP),First Removal,B (green),6,CPLA Spoon 6,
Facility 5 (EASP),First Removal,B (green),7,CPLA Spoon 6,
Facility 5 (EASP),First Removal,B (green),8,CPLA Spoon 6,
Facility 5 (EASP),First Removal,C (yellow),10,CPLA Spoon 6,110.8%
Facility 5 (EASP),First Removal,C (yellow),3,CPLA Spoon 6,11.8%
Facility 5 (EASP),First Removal,C (yellow),7,CPLA Spoon 6,44.9%
Facility 5 (EASP),First Removal,C (yellow),8,CPLA Spoon 6,76.0%
Facility 5 (EASP),First Removal,C (yellow),9,CPLA Spoon 6,87.2%
Facility 5 (EASP),Second Removal,A (blue),2,CPLA Spoon 6,
Facility 5 (EASP),Second Removal,A (blue),3,CPLA Spoon 6,
Facility 5 (EASP),Second Removal,A (blue),5,CPLA Spoon 6,
Facility 5 (EASP),Second Removal,A (blue),7,CPLA Spoon 6,
Facility 5 (EASP),Second Removal,A (blue),9,CPLA Spoon 6,
Facility 5 (EASP),Second Removal,B (green),1,CPLA Spoon 6,
Facility 5 (EASP),Second Removal,B (green),10,CPLA Spoon 6,
Facility 5 (EASP),Second Removal,B (green),3,CPLA Spoon 6,
Facility 5 (EASP),Second Removal,B (green),4,CPLA Spoon 6,
Facility 5 (EASP),Second Removal,B (green),8,CPLA Spoon 6,
Facility 5 (EASP),Second Removal,C (yellow),1,CPLA Spoon 6,0.0%
Facility 5 (EASP),Second Removal,C (yellow),2,CPLA Spoon 6,0.0%
Facility 5 (EASP),Second Removal,C (yellow),4,CPLA Spoon 6,0.0%
Facility 5 (EASP),Second Removal,C (yellow),5,CPLA Spoon 6,0.0%
Facility 5 (EASP),Second Removal,C (yellow),6,CPLA Spoon 6,0.0%
Facility 6 (CASP),First Removal,A (blue),10,CPLA Spoon 6,
Facility 6 (CASP),First Removal,A (blue),6,CPLA Spoon 6,
Facility 6 (CASP),First Removal,A (blue),7,CPLA Spoon 6,
Facility 6 (CASP),First Removal,A (blue),8,CPLA Spoon 6,
Facility 6 (CASP),First Removal,A (blue),9,CPLA Spoon 6,
Facility 6 (CASP),First Removal,B (green),10,CPLA Spoon 6,
Facility 6 (CASP),First Removal,B (green),6,CPLA Spoon 6,
Facility 6 (CASP),First Removal,B (green),7,CPLA Spoon 6,
Facility 6 (CASP),First Removal,B (green),8,CPLA Spoon 6,
Facility 6 (CASP),First Removal,B (green),9,CPLA Spoon 6,
Facility 6 (CASP),First Removal,C (yellow),10,CPLA Spoon 6,98.3%
Facility 6 (CASP),First Removal,C (yellow),6,CPLA Spoon 6,99.8%
Facility 6 (CASP),First Removal,C (yellow),7,CPLA Spoon 6,70.3%
Facility 6 (CASP),First Removal,C (yellow),8,CPLA Spoon 6,83.2%
Facility 6 (CASP),First Removal,C (yellow),9,CPLA Spoon 6,97.3%
Facility 6 (CASP),Second Removal,A (blue),1,CPLA Spoon 6,
Facility 6 (CASP),Second Removal,A (blue),2,CPLA Spoon 6,
Facility 6 (CASP),Second Removal,A (blue),4,CPLA Spoon 6,
Facility 6 (CASP),Second Removal,A (blue),5,CPLA Spoon 6,
Facility 6 (CASP),Second Removal,B (green),1,CPLA Spoon 6,
Facility 6 (CASP),Second Removal,B (green),2,CPLA Spoon 6,
Facility 6 (CASP),Second Removal,B (green),3,CPLA Spoon 6,
Facility 6 (CASP),Second Removal,B (green),4,CPLA Spoon 6,
Facility 6 (CASP),Second Removal,B (green),5,CPLA Spoon 6,
Facility 6 (CASP),Second Removal,C (yellow),1,CPLA Spoon 6,0.0%
Facility 6 (CASP),Second Removal,C (yellow),2,CPLA Spoon 6,0.0%
Facility 6 (CASP),Second Removal,C (yellow),3,CPLA Spoon 6,0.0%
Facility 6 (CASP),Second Removal,C (yellow),4,CPLA Spoon 6,0.0%
Facility 6 (CASP),Second Removal,C (yellow),5,CPLA Spoon 6,0.0%
Facility 7 (CASP),First Removal,A (blue),1,CPLA Spoon 6,
Facility 7 (CASP),First Removal,A (blue),10,CPLA Spoon 6,
Facility 7 (CASP),First Removal,A (blue),4,CPLA Spoon 6,
Facility 7 (CASP),First Removal,A (blue),5,CPLA Spoon 6,
Facility 7 (CASP),First Removal,A (blue),7,CPLA Spoon 6,
Facility 7 (CASP),First Removal,B (green),2,CPLA Spoon 6,
Facility 7 (CASP),First Removal,B (green),3,CPLA Spoon 6,
Facility 7 (CASP),First Removal,B (green),4,CPLA Spoon 6,
Facility 7 (CASP),First Removal,B (green),8,CPLA Spoon 6,
Facility 7 (CASP),First Removal,B (green),9,CPLA Spoon 6,
Facility 7 (CASP),First Removal,C (yellow),10,CPLA Spoon 6,0.0%
Facility 7 (CASP),First Removal,C (yellow),5,CPLA Spoon 6,24.1%
Facility 7 (CASP),First Removal,C (yellow),7,CPLA Spoon 6,0.0%
Facility 7 (CASP),First Removal,C (yellow),8,CPLA Spoon 6,18.4%
Facility 7 (CASP),Second Removal,A (blue),2,CPLA Spoon 6,
Facility 7 (CASP),Second Removal,A (blue),3,CPLA Spoon 6,
Facility 7 (CASP),Second Removal,A (blue),6,CPLA Spoon 6,
Facility 7 (CASP),Second Removal,A (blue),8,CPLA Spoon 6,
Facility 7 (CASP),Second Removal,A (blue),9,CPLA Spoon 6,
Facility 7 (CASP),Second Removal,B (green),1,CPLA Spoon 6,
Facility 7 (CASP),Second Removal,B (green),5,CPLA Spoon 6,
Facility 7 (CASP),Second Removal,B (green),6,CPLA Spoon 6,
Facility 7 (CASP),Second Removal,B (green),7,CPLA Spoon 6,
Facility 7 (CASP),Second Removal,C (yellow),1,CPLA Spoon 6,0.0%
Facility 7 (CASP),Second Removal,C (yellow),2,CPLA Spoon 6,0.0%
Facility 7 (CASP),Second Removal,C (yellow),3,CPLA Spoon 6,0.0%
Facility 7 (CASP),Second Removal,C (yellow),6,CPLA Spoon 6,0.0%
Facility 7 (CASP),Second Removal,C (yellow),9,CPLA Spoon 6,0.0%
Facility 8 (ASP),First Removal,A (blue),1,CPLA Spoon 6,
Facility 8 (ASP),First Removal,A (blue),2,CPLA Spoon 6,
Facility 8 (ASP),First Removal,A (blue),3,CPLA Spoon 6,
Facility 8 (ASP),First Removal,A (blue),4,CPLA Spoon 6,
Facility 8 (ASP),First Removal,A (blue),5,CPLA Spoon 6,
Facility 8 (ASP),First Removal,B (green),1,CPLA Spoon 6,
Facility 8 (ASP),First Removal,B (green),2,CPLA Spoon 6,
Facility 8 (ASP),First Removal,B (green),3,CPLA Spoon 6,
Facility 8 (ASP),First Removal,B (green),4,CPLA Spoon 6,
Facility 8 (ASP),First Removal,B (green),5,CPLA Spoon 6,
Facility 8 (ASP),First Removal,C (yellow),1,CPLA Spoon 6,49.8%
Facility 8 (ASP),First Removal,C (yellow),2,CPLA Spoon 6,44.5%
Facility 8 (ASP),First Removal,C (yellow),3,CPLA Spoon 6,67.3%
Facility 8 (ASP),First Removal,C (yellow),4,CPLA Spoon 6,48.0%
Facility 8 (ASP),First Removal,C (yellow),5,CPLA Spoon 6,83.0%
Facility 8 (ASP),Second Removal,A (blue),10,CPLA Spoon 6,
Facility 8 (ASP),Second Removal,A (blue),6,CPLA Spoon 6,
Facility 8 (ASP),Second Removal,A (blue),7,CPLA Spoon 6,
Facility 8 (ASP),Second Removal,A (blue),8,CPLA Spoon 6,
Facility 8 (ASP),Second Removal,A (blue),9,CPLA Spoon 6,
Facility 8 (ASP),Second Removal,B (green),10,CPLA Spoon 6,
Facility 8 (ASP),Second Removal,B (green),6,CPLA Spoon 6,
Facility 8 (ASP),Second Removal,B (green),7,CPLA Spoon 6,
Facility 8 (ASP),Second Removal,B (green),8,CPLA Spoon 6,
Facility 8 (ASP),Second Removal,B (green),9,CPLA Spoon 6,
Facility 8 (ASP),Second Removal,C (yellow),10,CPLA Spoon 6,32.7%
Facility 8 (ASP),Second Removal,C (yellow),6,CPLA Spoon 6,7.9%
Facility 8 (ASP),Second Removal,C (yellow),7,CPLA Spoon 6,3.8%
Facility 8 (ASP),Second Removal,C (yellow),8,CPLA Spoon 6,0.0%
Facility 8 (ASP),Second Removal,C (yellow),9,CPLA Spoon 6,2.6%
Facility 9 (EASP),First Removal,A (blue),10,CPLA Spoon 6,
Facility 9 (EASP),First Removal,A (blue),2,CPLA Spoon 6,
Facility 9 (EASP),First Removal,A (blue),4,CPLA Spoon 6,
Facility 9 (EASP),First Removal,A (blue),6,CPLA Spoon 6,
Facility 9 (EASP),First Removal,A (blue),9,CPLA Spoon 6,
Facility 9 (EASP),First Removal,B (green),1,CPLA Spoon 6,
Facility 9 (EASP),First Removal,B (green),2,CPLA Spoon 6,
Facility 9 (EASP),First Removal,B (green),4,CPLA Spoon 6,
Facility 9 (EASP),First Removal,B (green),5,CPLA Spoon 6,
Facility 9 (EASP),First Removal,B (green),6,CPLA Spoon 6,
Facility 9 (EASP),First Removal,C (yellow),1,CPLA Spoon 6,0.0%
Facility 9 (EASP),First Removal,C (yellow),2,CPLA Spoon 6,0.0%
Facility 9 (EASP),First Removal,C (yellow),3,CPLA Spoon 6,0.0%
Facility 9 (EASP),First Removal,C (yellow),4,CPLA Spoon 6,0.0%
Facility 9 (EASP),First Removal,C (yellow),5,CPLA Spoon 6,3.0%
Facility 9 (EASP),Second Removal,A (blue),1,CPLA Spoon 6,
Facility 9 (EASP),Second Removal,A (blue),3,CPLA Spoon 6,
Facility 9 (EASP),Second Removal,A (blue),5,CPLA Spoon 6,
Facility 9 (EASP),Second Removal,A (blue),7,CPLA Spoon 6,
Facility 9 (EASP),Second Removal,A (blue),8,CPLA Spoon 6,
Facility 9 (EASP),Second Removal,B (green),10,CPLA Spoon 6,
Facility 9 (EASP),Second Removal,B (green),3,CPLA Spoon 6,
Facility 9 (EASP),Second Removal,B (green),7,CPLA Spoon 6,
Facility 9 (EASP),Second Removal,B (green),8,CPLA Spoon 6,
Facility 9 (EASP),Second Removal,B (green),9,CPLA Spoon 6,
Facility 9 (EASP),Second Removal,C (yellow),10,CPLA Spoon 6,0.0%
Facility 9 (EASP),Second Removal,C (yellow),6,CPLA Spoon 6,0.0%
Facility 9 (EASP),Second Removal,C (yellow),7,CPLA Spoon 6,0.0%
Facility 9 (EASP),Second Removal,C (yellow),8,CPLA Spoon 6,0.0%
Facility 9 (EASP),Second Removal,C (yellow),9,CPLA Spoon 6,0.0%
Facility 10 (Windrow),First Removal,A (blue),2,CPLA Spoon 6,
Facility 10 (Windrow),First Removal,A (blue),4,CPLA Spoon 6,
Facility 10 (Windrow),First Removal,A (blue),6,CPLA Spoon 6,
Facility 10 (Windrow),First Removal,A (blue),7,CPLA Spoon 6,
Facility 10 (Windrow),First Removal,A (blue),9,CPLA Spoon 6,
Facility 10 (Windrow),First Removal,B (green),10,CPLA Spoon 6,
Facility 10 (Windrow),First Removal,B (green),2,CPLA Spoon 6,
Facility 10 (Windrow),First Removal,B (green),4,CPLA Spoon 6,
Facility 10 (Windrow),First Removal,B (green),6,CPLA Spoon 6,
Facility 10 (Windrow),First Removal,B (green),7,CPLA Spoon 6,
Facility 10 (Windrow),First Removal,C (yellow),1,CPLA Spoon 6,0.0%
Facility 10 (Windrow),First Removal,C (yellow),3,CPLA Spoon 6,101.0%
Facility 10 (Windrow),First Removal,C (yellow),5,CPLA Spoon 6,71.3%
Facility 10 (Windrow),First Removal,C (yellow),6,CPLA Spoon 6,1.8%
Facility 10 (Windrow),First Removal,C (yellow),7,CPLA Spoon 6,1.9%
Facility 10 (Windrow),Second Removal,A (blue),1,CPLA Spoon 6,
Facility 10 (Windrow),Second Removal,A (blue),10,CPLA Spoon 6,
Facility 10 (Windrow),Second Removal,A (blue),3,CPLA Spoon 6,
Facility 10 (Windrow),Second Removal,A (blue),5,CPLA Spoon 6,
Facility 10 (Windrow),Second Removal,A (blue),8,CPLA Spoon 6,
Facility 10 (Windrow),Second Removal,B (green),1,CPLA Spoon 6,
Facility 10 (Windrow),Second Removal,B (green),3,CPLA Spoon 6,
Facility 10 (Windrow),Second Removal,B (green),5,CPLA Spoon 6,
Facility 10 (Windrow),Second Removal,B (green),9,CPLA Spoon 6,
Facility 10 (Windrow),Second Removal,C (yellow),10,CPLA Spoon 6,0.0%
Facility 10 (Windrow),Second Removal,C (yellow),2,CPLA Spoon 6,0.0%
Facility 10 (Windrow),Second Removal,C (yellow),4,CPLA Spoon 6,0.0%
Facility 10 (Windrow),Second Removal,C (yellow),9,CPLA Spoon 6,0.0%
Facility 3 (EASP),First Removal,(blank),(blank),CPLA Spoon 6,0.0%
Facility 3 (EASP),Second Removal,(blank),(blank),CPLA Spoon 6,0.0%
Facility 4 (In-Vessel),First Removal,(blank),(blank),CPLA Spoon 6,1.9%
Facility 4 (In-Vessel),Second Removal,(blank),(blank),CPLA Spoon 6,0.8%
Facility 1 ( Windrow),First Removal,A (blue),10,Coffee Pod 1,24.40%
Facility 1 ( Windrow),First Removal,A (blue),6,Coffee Pod 1,7.50%
Facility 1 ( Windrow),First Removal,A (blue),7,Coffee Pod 1,8.00%
Facility 1 ( Windrow),First Removal,A (blue),8,Coffee Pod 1,19.50%
Facility 1 ( Windrow),First Removal,A (blue),9,Coffee Pod 1,11.70%
Facility 1 ( Windrow),First Removal,B (green),10,Coffee Pod 1,
Facility 1 ( Windrow),First Removal,B (green),6,Coffee Pod 1,
Facility 1 ( Windrow),First Removal,B (green),7,Coffee Pod 1,
Facility 1 ( Windrow),First Removal,B (green),8,Coffee Pod 1,
Facility 1 ( Windrow),First Removal,B (green),9,Coffee Pod 1,
Facility 1 ( Windrow),First Removal,C (yellow),10,Coffee Pod 1,
Facility 1 ( Windrow),First Removal,C (yellow),6,Coffee Pod 1,
Facility 1 ( Windrow),First Removal,C (yellow),7,Coffee Pod 1,
Facility 1 ( Windrow),First Removal,C (yellow),8,Coffee Pod 1,
Facility 1 ( Windrow),First Removal,C (yellow),9,Coffee Pod 1,
Facility 1 ( Windrow),Second Removal,A (blue),1,Coffee Pod 1,12.10%
Facility 1 ( Windrow),Second Removal,A (blue),2,Coffee Pod 1,9.30%
Facility 1 ( Windrow),Second Removal,A (blue),3,Coffee Pod 1,0.00%
Facility 1 ( Windrow),Second Removal,A (blue),4,Coffee Pod 1,17.50%
Facility 1 ( Windrow),Second Removal,A (blue),5,Coffee Pod 1,20.10%
Facility 1 ( Windrow),Second Removal,B (green),1,Coffee Pod 1,
Facility 1 ( Windrow),Second Removal,B (green),2,Coffee Pod 1,
Facility 1 ( Windrow),Second Removal,B (green),3,Coffee Pod 1,
Facility 1 ( Windrow),Second Removal,B (green),4,Coffee Pod 1,
Facility 1 ( Windrow),Second Removal,B (green),5,Coffee Pod 1,
Facility 1 ( Windrow),Second Removal,C (yellow),1,Coffee Pod 1,
Facility 1 ( Windrow),Second Removal,C (yellow),2,Coffee Pod 1,
Facility 1 ( Windrow),Second Removal,C (yellow),3,Coffee Pod 1,
Facility 1 ( Windrow),Second Removal,C (yellow),4,Coffee Pod 1,
Facility 1 ( Windrow),Second Removal,C (yellow),5,Coffee Pod 1,
Facility 2 (CASP),First Removal,A (blue),2,Coffee Pod 1,3.90%
Facility 2 (CASP),First Removal,A (blue),4,Coffee Pod 1,11.00%
Facility 2 (CASP),First Removal,A (blue),5,Coffee Pod 1,10.70%
Facility 2 (CASP),First Removal,A (blue),7,Coffee Pod 1,0.00%
Facility 2 (CASP),First Removal,A (blue),9,Coffee Pod 1,6.30%
Facility 2 (CASP),First Removal,B (green),(blank),Coffee Pod 1,
