facility_name,trial_stage,bag_set,bag_number,product_name,percent_residual
CASP,Second Removal,B (green),3,Coffee Pod 1,
CASP,Second Removal,B (green),4,Coffee Pod 1,
CASP,Second Removal,B (green),5,Coffee Pod 1,
CASP,Second Removal,C (yellow),1,Coffee Pod 1,
CASP,Second Removal,C (yellow),2,Coffee Pod 1,
CASP,Second Removal,C (yellow),3,Coffee Pod 1,
CASP,Second Removal,C (yellow),4,Coffee Pod 1,
CASP,Second Removal,C (yellow),5,Coffee Pod 1,
CASP,First Removal,A (blue),1,Coffee Pod 1,0.473
CASP,First Removal,A (blue),10,Coffee Pod 1,0.877
CASP,First Removal,A (blue),4,Coffee Pod 1,0.369
CASP,First Removal,A (blue),5,Coffee Pod 1,0.587
CASP,First Removal,A (blue),7,Coffee Pod 1,0.378
CASP,First Removal,B (green),2,Coffee Pod 1,
CASP,First Removal,B (green),3,Coffee Pod 1,
CASP,First Removal,B (green),4,Coffee Pod 1,
CASP,First Removal,B (green),8,Coffee Pod 1,
CASP,First Removal,B (green),9,Coffee Pod 1,
CASP,First Removal,C (yellow),10,Coffee Pod 1,
CASP,First Removal,C (yellow),5,Coffee Pod 1,
CASP,First Removal,C (yellow),7,Coffee Pod 1,
CASP,First Removal,C (yellow),8,Coffee Pod 1,
CASP,Second Removal,A (blue),2,Coffee Pod 1,0
CASP,Second Removal,A (blue),3,Coffee Pod 1,0.983
CASP,Second Removal,A (blue),6,Coffee Pod 1,0
CASP,Second Removal,A (blue),8,Coffee Pod 1,1.025
CASP,Second Removal,A (blue),9,Coffee Pod 1,0
CASP,Second Removal,B (green),1,Coffee Pod 1,
CASP,Second Removal,B (green),5,Coffee Pod 1,
CASP,Second Removal,B (green),6,Coffee Pod 1,
CASP,Second Removal,B (green),7,Coffee Pod 1,
CASP,Second Removal,C (yellow),1,Coffee Pod 1,
CASP,Second Removal,C (yellow),2,Coffee Pod 1,
CASP,Second Removal,C (yellow),3,Coffee Pod 1,
CASP,Second Removal,C (yellow),6,Coffee Pod 1,
CASP,Second Removal,C (yellow),9,Coffee Pod 1,
ASP,First Removal,A (blue),1,Coffee Pod 1,
ASP,First Removal,A (blue),2,Coffee Pod 1,0.094
ASP,First Removal,A (blue),3,Coffee Pod 1,0.092
ASP,First Removal,A (blue),4,Coffee Pod 1,0.045
ASP,First Removal,A (blue),5,Coffee Pod 1,0
ASP,First Removal,B (green),1,Coffee Pod 1,
ASP,First Removal,B (green),2,Coffee Pod 1,
ASP,First Removal,B (green),3,Coffee Pod 1,
ASP,First Removal,B (green),4,Coffee Pod 1,
ASP,First Removal,B (green),5,Coffee Pod 1,
ASP,First Removal,C (yellow),1,Coffee Pod 1,
ASP,First Removal,C (yellow),2,Coffee Pod 1,
ASP,First Removal,C (yellow),3,Coffee Pod 1,
ASP,First Removal,C (yellow),4,Coffee Pod 1,
ASP,First Removal,C (yellow),5,Coffee Pod 1,
ASP,Second Removal,A (blue),10,Coffee Pod 1,0.074
ASP,Second Removal,A (blue),6,Coffee Pod 1,0
ASP,Second Removal,A (blue),7,Coffee Pod 1,0.054
ASP,Second Removal,A (blue),8,Coffee Pod 1,0
ASP,Second Removal,A (blue),9,Coffee Pod 1,0.067
ASP,Second Removal,B (green),10,Coffee Pod 1,
ASP,Second Removal,B (green),6,Coffee Pod 1,
ASP,Second Removal,B (green),7,Coffee Pod 1,
ASP,Second Removal,B (green),8,Coffee Pod 1,
ASP,Second Removal,B (green),9,Coffee Pod 1,
ASP,Second Removal,C (yellow),10,Coffee Pod 1,
ASP,Second Removal,C (yellow),6,Coffee Pod 1,
ASP,Second Removal,C (yellow),7,Coffee Pod 1,
ASP,Second Removal,C (yellow),8,Coffee Pod 1,
ASP,Second Removal,C (yellow),9,Coffee Pod 1,
EASP,First Removal,A (blue),10,Coffee Pod 1,0
EASP,First Removal,A (blue),2,Coffee Pod 1,0.024
EASP,First Removal,A (blue),4,Coffee Pod 1,0.049
EASP,First Removal,A (blue),6,Coffee Pod 1,0.006
EASP,First Removal,A (blue),9,Coffee Pod 1,0.019
EASP,First Removal,B (green),1,Coffee Pod 1,
EASP,First Removal,B (green),2,Coffee Pod 1,
EASP,First Removal,B (green),4,Coffee Pod 1,
EASP,First Removal,B (green),5,Coffee Pod 1,
EASP,First Removal,B (green),6,Coffee Pod 1,
EASP,First Removal,C (yellow),1,Coffee Pod 1,
EASP,First Removal,C (yellow),2,Coffee Pod 1,
EASP,First Removal,C (yellow),3,Coffee Pod 1,
EASP,First Removal,C (yellow),4,Coffee Pod 1,
EASP,First Removal,C (yellow),5,Coffee Pod 1,
EASP,Second Removal,A (blue),1,Coffee Pod 1,0.034
EASP,Second Removal,A (blue),3,Coffee Pod 1,0.018
EASP,Second Removal,A (blue),5,Coffee Pod 1,0
EASP,Second Removal,A (blue),7,Coffee Pod 1,0.022
EASP,Second Removal,A (blue),8,Coffee Pod 1,0.006
EASP,Second Removal,B (green),10,Coffee Pod 1,
EASP,Second Removal,B (green),3,Coffee Pod 1,
EASP,Second Removal,B (green),7,Coffee Pod 1,
EASP,Second Removal,B (green),8,Coffee Pod 1,
EASP,Second Removal,B (green),9,Coffee Pod 1,
EASP,Second Removal,C (yellow),10,Coffee Pod 1,
EASP,Second Removal,C (yellow),6,Coffee Pod 1,
EASP,Second Removal,C (yellow),7,Coffee Pod 1,
EASP,Second Removal,C (yellow),8,Coffee Pod 1,
EASP,Second Removal,C (yellow),9,Coffee Pod 1,
Windrow,First Removal,A (blue),2,Coffee Pod 1,0.067
Windrow,First Removal,A (blue),4,Coffee Pod 1,0.525
Windrow,First Removal,A (blue),6,Coffee Pod 1,0.761
Windrow,First Removal,A (blue),7,Coffee Pod 1,0.021
Windrow,First Removal,A (blue),9,Coffee Pod 1,0.198
Windrow,First Removal,B (green),10,Coffee Pod 1,
Windrow,First Removal,B (green),2,Coffee Pod 1,
Windrow,First Removal,B (green),4,Coffee Pod 1,
Windrow,First Removal,B (green),6,Coffee Pod 1,
Windrow,First Removal,B (green),7,Coffee Pod 1,
Windrow,First Removal,C (yellow),1,Coffee Pod 1,
Windrow,First Removal,C (yellow),3,Coffee Pod 1,
Windrow,First Removal,C (yellow),5,Coffee Pod 1,
Windrow,First Removal,C (yellow),6,Coffee Pod 1,
Windrow,First Removal,C (yellow),7,Coffee Pod 1,
Windrow,Second Removal,A (blue),1,Coffee Pod 1,0
Windrow,Second Removal,A (blue),10,Coffee Pod 1,0.012
Windrow,Second Removal,A (blue),3,Coffee Pod 1,0
Windrow,Second Removal,A (blue),5,Coffee Pod 1,0
Windrow,Second Removal,A (blue),8,Coffee Pod 1,0.01
Windrow,Second Removal,B (green),1,Coffee Pod 1,
Windrow,Second Removal,B (green),3,Coffee Pod 1,
Windrow,Second Removal,B (green),5,Coffee Pod 1,
Windrow,Second Removal,B (green),9,Coffee Pod 1,
Windrow,Second Removal,C (yellow),10,Coffee Pod 1,
Windrow,Second Removal,C (yellow),2,Coffee Pod 1,
Windrow,Second Removal,C (yellow),4,Coffee Pod 1,
Windrow,Second Removal,C (yellow),9,Coffee Pod 1,
EASP,First Removal,(blank),(blank),Coffee Pod 1,0.006
EASP,Second Removal,(blank),(blank),Coffee Pod 1,0
In-Vessel,First Removal,(blank),(blank),Coffee Pod 1,0
In-Vessel,Second Removal,(blank),(blank),Coffee Pod 1,0
Windrow,First Removal,A (blue),10,"Spoon PLA 6""",0.026
Windrow,First Removal,A (blue),6,"Spoon PLA 6""",0.175
Windrow,First Removal,A (blue),7,"Spoon PLA 6""",0.013
Windrow,First Removal,A (blue),8,"Spoon PLA 6""",0.424
Windrow,First Removal,A (blue),9,"Spoon PLA 6""",0.015
Windrow,First Removal,B (green),10,"Spoon PLA 6""",
Windrow,First Removal,B (green),6,"Spoon PLA 6""",
Windrow,First Removal,B (green),7,"Spoon PLA 6""",
Windrow,First Removal,B (green),8,"Spoon PLA 6""",
Windrow,First Removal,B (green),9,"Spoon PLA 6""",
Windrow,First Removal,C (yellow),10,"Spoon PLA 6""",
Windrow,First Removal,C (yellow),6,"Spoon PLA 6""",
Windrow,First Removal,C (yellow),7,"Spoon PLA 6""",
Windrow,First Removal,C (yellow),8,"Spoon PLA 6""",
Windrow,First Removal,C (yellow),9,"Spoon PLA 6""",
Windrow,Second Removal,A (blue),1,"Spoon PLA 6""",0.014
Windrow,Second Removal,A (blue),2,"Spoon PLA 6""",0.013
Windrow,Second Removal,A (blue),3,"Spoon PLA 6""",0.017
Windrow,Second Removal,A (blue),4,"Spoon PLA 6""",0.006
Windrow,Second Removal,A (blue),5,"Spoon PLA 6""",0.055
Windrow,Second Removal,B (green),1,"Spoon PLA 6""",
Windrow,Second Removal,B (green),2,"Spoon PLA 6""",
Windrow,Second Removal,B (green),3,"Spoon PLA 6""",
Windrow,Second Removal,B (green),4,"Spoon PLA 6""",
Windrow,Second Removal,B (green),5,"Spoon PLA 6""",
Windrow,Second Removal,C (yellow),1,"Spoon PLA 6""",
Windrow,Second Removal,C (yellow),2,"Spoon PLA 6""",
Windrow,Second Removal,C (yellow),3,"Spoon PLA 6""",
Windrow,Second Removal,C (yellow),4,"Spoon PLA 6""",
Windrow,Second Removal,C (yellow),5,"Spoon PLA 6""",
CASP,First Removal,A (blue),2,"Spoon PLA 6""",0.011
CASP,First Removal,A (blue),4,"Spoon PLA 6""",0.051
CASP,First Removal,A (blue),5,"Spoon PLA 6""",0.069
CASP,First Removal,A (blue),7,"Spoon PLA 6""",0.036
CASP,First Removal,A (blue),9,"Spoon PLA 6""",0.048
CASP,First Removal,B (green),(blank),"Spoon PLA 6""",
CASP,First Removal,B (green),1,"Spoon PLA 6""",
CASP,First Removal,B (green),2,"Spoon PLA 6""",
CASP,First Removal,B (green),4,"Spoon PLA 6""",
CASP,First Removal,B (green),5,"Spoon PLA 6""",
CASP,First Removal,B (green),8,"Spoon PLA 6""",
CASP,First Removal,C (yellow),1,"Spoon PLA 6""",
CASP,First Removal,C (yellow),2,"Spoon PLA 6""",
CASP,First Removal,C (yellow),4,"Spoon PLA 6""",
CASP,First Removal,C (yellow),5,"Spoon PLA 6""",
CASP,First Removal,C (yellow),9,"Spoon PLA 6""",
CASP,Second Removal,A (blue),10,"Spoon PLA 6""",0
CASP,Second Removal,A (blue),3,"Spoon PLA 6""",
CASP,Second Removal,A (blue),6,"Spoon PLA 6""",0
CASP,Second Removal,A (blue),8,"Spoon PLA 6""",0
CASP,Second Removal,B (green),3,"Spoon PLA 6""",
CASP,Second Removal,B (green),6,"Spoon PLA 6""",
CASP,Second Removal,B (green),7,"Spoon PLA 6""",
CASP,Second Removal,B (green),9,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),10,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),3,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),6,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),7,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),8,"Spoon PLA 6""",
EASP,First Removal,A (blue),1,"Spoon PLA 6""",0.008
EASP,First Removal,A (blue),10,"Spoon PLA 6""",0.08
EASP,First Removal,A (blue),4,"Spoon PLA 6""",0.019
EASP,First Removal,A (blue),6,"Spoon PLA 6""",0.023
EASP,First Removal,A (blue),8,"Spoon PLA 6""",0.005
EASP,First Removal,B (green),2,"Spoon PLA 6""",
EASP,First Removal,B (green),5,"Spoon PLA 6""",
EASP,First Removal,B (green),6,"Spoon PLA 6""",
EASP,First Removal,B (green),7,"Spoon PLA 6""",
EASP,First Removal,B (green),8,"Spoon PLA 6""",
EASP,First Removal,C (yellow),10,"Spoon PLA 6""",
EASP,First Removal,C (yellow),3,"Spoon PLA 6""",
EASP,First Removal,C (yellow),7,"Spoon PLA 6""",
EASP,First Removal,C (yellow),8,"Spoon PLA 6""",
EASP,First Removal,C (yellow),9,"Spoon PLA 6""",
EASP,Second Removal,A (blue),2,"Spoon PLA 6""",0
EASP,Second Removal,A (blue),3,"Spoon PLA 6""",
EASP,Second Removal,A (blue),5,"Spoon PLA 6""",0
EASP,Second Removal,A (blue),7,"Spoon PLA 6""",0
EASP,Second Removal,A (blue),9,"Spoon PLA 6""",0
EASP,Second Removal,B (green),1,"Spoon PLA 6""",
EASP,Second Removal,B (green),10,"Spoon PLA 6""",
EASP,Second Removal,B (green),3,"Spoon PLA 6""",
EASP,Second Removal,B (green),4,"Spoon PLA 6""",
EASP,Second Removal,B (green),8,"Spoon PLA 6""",
EASP,Second Removal,C (yellow),1,"Spoon PLA 6""",
EASP,Second Removal,C (yellow),2,"Spoon PLA 6""",
EASP,Second Removal,C (yellow),4,"Spoon PLA 6""",
EASP,Second Removal,C (yellow),5,"Spoon PLA 6""",
EASP,Second Removal,C (yellow),6,"Spoon PLA 6""",
CASP,First Removal,A (blue),10,"Spoon PLA 6""",0.004
CASP,First Removal,A (blue),6,"Spoon PLA 6""",0
CASP,First Removal,A (blue),7,"Spoon PLA 6""",0.125
CASP,First Removal,A (blue),8,"Spoon PLA 6""",0
CASP,First Removal,A (blue),9,"Spoon PLA 6""",0.032
CASP,First Removal,B (green),10,"Spoon PLA 6""",
CASP,First Removal,B (green),6,"Spoon PLA 6""",
CASP,First Removal,B (green),7,"Spoon PLA 6""",
CASP,First Removal,B (green),8,"Spoon PLA 6""",
CASP,First Removal,B (green),9,"Spoon PLA 6""",
CASP,First Removal,C (yellow),10,"Spoon PLA 6""",
CASP,First Removal,C (yellow),6,"Spoon PLA 6""",
CASP,First Removal,C (yellow),7,"Spoon PLA 6""",
CASP,First Removal,C (yellow),8,"Spoon PLA 6""",
CASP,First Removal,C (yellow),9,"Spoon PLA 6""",
CASP,Second Removal,A (blue),1,"Spoon PLA 6""",0
CASP,Second Removal,A (blue),2,"Spoon PLA 6""",0
CASP,Second Removal,A (blue),4,"Spoon PLA 6""",0.018
CASP,Second Removal,A (blue),5,"Spoon PLA 6""",0
CASP,Second Removal,B (green),1,"Spoon PLA 6""",
CASP,Second Removal,B (green),2,"Spoon PLA 6""",
CASP,Second Removal,B (green),3,"Spoon PLA 6""",
CASP,Second Removal,B (green),4,"Spoon PLA 6""",
CASP,Second Removal,B (green),5,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),1,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),2,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),3,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),4,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),5,"Spoon PLA 6""",
CASP,First Removal,A (blue),1,"Spoon PLA 6""",0.808
CASP,First Removal,A (blue),10,"Spoon PLA 6""",1.001
CASP,First Removal,A (blue),4,"Spoon PLA 6""",0.299
CASP,First Removal,A (blue),5,"Spoon PLA 6""",0.814
CASP,First Removal,A (blue),7,"Spoon PLA 6""",0.774
CASP,First Removal,B (green),2,"Spoon PLA 6""",
CASP,First Removal,B (green),3,"Spoon PLA 6""",
CASP,First Removal,B (green),4,"Spoon PLA 6""",
CASP,First Removal,B (green),8,"Spoon PLA 6""",
CASP,First Removal,B (green),9,"Spoon PLA 6""",
CASP,First Removal,C (yellow),10,"Spoon PLA 6""",
CASP,First Removal,C (yellow),5,"Spoon PLA 6""",
CASP,First Removal,C (yellow),7,"Spoon PLA 6""",
CASP,First Removal,C (yellow),8,"Spoon PLA 6""",
CASP,Second Removal,A (blue),2,"Spoon PLA 6""",0.247
CASP,Second Removal,A (blue),3,"Spoon PLA 6""",0.824
CASP,Second Removal,A (blue),6,"Spoon PLA 6""",0
CASP,Second Removal,A (blue),8,"Spoon PLA 6""",0.924
CASP,Second Removal,A (blue),9,"Spoon PLA 6""",0.1
CASP,Second Removal,B (green),1,"Spoon PLA 6""",
CASP,Second Removal,B (green),5,"Spoon PLA 6""",
CASP,Second Removal,B (green),6,"Spoon PLA 6""",
CASP,Second Removal,B (green),7,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),1,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),2,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),3,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),6,"Spoon PLA 6""",
CASP,Second Removal,C (yellow),9,"Spoon PLA 6""",
ASP,First Removal,A (blue),1,"Spoon PLA 6""",0.105
ASP,First Removal,A (blue),2,"Spoon PLA 6""",0.188
ASP,First Removal,A (blue),3,"Spoon PLA 6""",0.076
ASP,First Removal,A (blue),4,"Spoon PLA 6""",0.159
ASP,First Removal,A (blue),5,"Spoon PLA 6""",0.069
ASP,First Removal,B (green),1,"Spoon PLA 6""",
ASP,First Removal,B (green),2,"Spoon PLA 6""",
ASP,First Removal,B (green),3,"Spoon PLA 6""",
ASP,First Removal,B (green),4,"Spoon PLA 6""",
ASP,First Removal,B (green),5,"Spoon PLA 6""",
ASP,First Removal,C (yellow),1,"Spoon PLA 6""",
ASP,First Removal,C (yellow),2,"Spoon PLA 6""",
ASP,First Removal,C (yellow),3,"Spoon PLA 6""",
ASP,First Removal,C (yellow),4,"Spoon PLA 6""",
ASP,First Removal,C (yellow),5,"Spoon PLA 6""",
ASP,Second Removal,A (blue),10,"Spoon PLA 6""",0
ASP,Second Removal,A (blue),6,"Spoon PLA 6""",0
ASP,Second Removal,A (blue),7,"Spoon PLA 6""",0
ASP,Second Removal,A (blue),8,"Spoon PLA 6""",0
ASP,Second Removal,A (blue),9,"Spoon PLA 6""",0
ASP,Second Removal,B (green),10,"Spoon PLA 6""",
ASP,Second Removal,B (green),6,"Spoon PLA 6""",
ASP,Second Removal,B (green),7,"Spoon PLA 6""",
ASP,Second Removal,B (green),8,"Spoon PLA 6""",
ASP,Second Removal,B (green),9,"Spoon PLA 6""",
ASP,Second Removal,C (yellow),10,"Spoon PLA 6""",
ASP,Second Removal,C (yellow),6,"Spoon PLA 6""",
ASP,Second Removal,C (yellow),7,"Spoon PLA 6""",
ASP,Second Removal,C (yellow),8,"Spoon PLA 6""",
ASP,Second Removal,C (yellow),9,"Spoon PLA 6""",
EASP,First Removal,A (blue),10,"Spoon PLA 6""",0.014
EASP,First Removal,A (blue),2,"Spoon PLA 6""",0.028
EASP,First Removal,A (blue),4,"Spoon PLA 6""",0.059
EASP,First Removal,A (blue),6,"Spoon PLA 6""",0.267
EASP,First Removal,A (blue),9,"Spoon PLA 6""",0.367
EASP,First Removal,B (green),1,"Spoon PLA 6""",
EASP,First Removal,B (green),2,"Spoon PLA 6""",
EASP,First Removal,B (green),4,"Spoon PLA 6""",
EASP,First Removal,B (green),5,"Spoon PLA 6""",
EASP,First Removal,B (green),6,"Spoon PLA 6""",
EASP,First Removal,C (yellow),1,"Spoon PLA 6""",
EASP,First Removal,C (yellow),2,"Spoon PLA 6""",
EASP,First Removal,C (yellow),3,"Spoon PLA 6""",
EASP,First Removal,C (yellow),4,"Spoon PLA 6""",
EASP,First Removal,C (yellow),5,"Spoon PLA 6""",
EASP,Second Removal,A (blue),1,"Spoon PLA 6""",0.237
EASP,Second Removal,A (blue),3,"Spoon PLA 6""",0.074
EASP,Second Removal,A (blue),5,"Spoon PLA 6""",0
EASP,Second Removal,A (blue),7,"Spoon PLA 6""",0.027
EASP,Second Removal,A (blue),8,"Spoon PLA 6""",0
EASP,Second Removal,B (green),10,"Spoon PLA 6""",
EASP,Second Removal,B (green),3,"Spoon PLA 6""",
EASP,Second Removal,B (green),7,"Spoon PLA 6""",
EASP,Second Removal,B (green),8,"Spoon PLA 6""",
EASP,Second Removal,B (green),9,"Spoon PLA 6""",
EASP,Second Removal,C (yellow),10,"Spoon PLA 6""",
EASP,Second Removal,C (yellow),6,"Spoon PLA 6""",
EASP,Second Removal,C (yellow),7,"Spoon PLA 6""",
EASP,Second Removal,C (yellow),8,"Spoon PLA 6""",
EASP,Second Removal,C (yellow),9,"Spoon PLA 6""",
Windrow,First Removal,A (blue),2,"Spoon PLA 6""",0.023
Windrow,First Removal,A (blue),4,"Spoon PLA 6""",0.673
Windrow,First Removal,A (blue),6,"Spoon PLA 6""",0.412
Windrow,First Removal,A (blue),7,"Spoon PLA 6""",0
Windrow,First Removal,A (blue),9,"Spoon PLA 6""",
Windrow,First Removal,B (green),10,"Spoon PLA 6""",
Windrow,First Removal,B (green),2,"Spoon PLA 6""",
Windrow,First Removal,B (green),4,"Spoon PLA 6""",
Windrow,First Removal,B (green),6,"Spoon PLA 6""",
Windrow,First Removal,B (green),7,"Spoon PLA 6""",
Windrow,First Removal,C (yellow),1,"Spoon PLA 6""",
Windrow,First Removal,C (yellow),3,"Spoon PLA 6""",
Windrow,First Removal,C (yellow),5,"Spoon PLA 6""",
Windrow,First Removal,C (yellow),6,"Spoon PLA 6""",
Windrow,First Removal,C (yellow),7,"Spoon PLA 6""",
Windrow,Second Removal,A (blue),1,"Spoon PLA 6""",0.001
Windrow,Second Removal,A (blue),10,"Spoon PLA 6""",0
Windrow,Second Removal,A (blue),3,"Spoon PLA 6""",0
Windrow,Second Removal,A (blue),5,"Spoon PLA 6""",0
Windrow,Second Removal,A (blue),8,"Spoon PLA 6""",0
Windrow,Second Removal,B (green),1,"Spoon PLA 6""",
Windrow,Second Removal,B (green),3,"Spoon PLA 6""",
Windrow,Second Removal,B (green),5,"Spoon PLA 6""",
Windrow,Second Removal,B (green),9,"Spoon PLA 6""",
Windrow,Second Removal,C (yellow),10,"Spoon PLA 6""",
Windrow,Second Removal,C (yellow),2,"Spoon PLA 6""",
Windrow,Second Removal,C (yellow),4,"Spoon PLA 6""",
Windrow,Second Removal,C (yellow),9,"Spoon PLA 6""",
EASP,First Removal,(blank),(blank),"Spoon PLA 6""",0.026
EASP,Second Removal,(blank),(blank),"Spoon PLA 6""",0
In-Vessel,First Removal,(blank),(blank),"Spoon PLA 6""",0.036
In-Vessel,Second Removal,(blank),(blank),"Spoon PLA 6""",0.004
Windrow,First Removal,A (blue),10,"Straw PHA 8""",0.231
Windrow,First Removal,A (blue),6,"Straw PHA 8""",0.443
Windrow,First Removal,A (blue),7,"Straw PHA 8""",0.096
Windrow,First Removal,A (blue),8,"Straw PHA 8""",0.859
Windrow,First Removal,A (blue),9,"Straw PHA 8""",0.075
Windrow,First Removal,B (green),10,"Straw PHA 8""",
Windrow,First Removal,B (green),6,"Straw PHA 8""",
Windrow,First Removal,B (green),7,"Straw PHA 8""",
Windrow,First Removal,B (green),8,"Straw PHA 8""",
Windrow,First Removal,B (green),9,"Straw PHA 8""",
Windrow,First Removal,C (yellow),10,"Straw PHA 8""",
Windrow,First Removal,C (yellow),6,"Straw PHA 8""",
Windrow,First Removal,C (yellow),7,"Straw PHA 8""",
Windrow,First Removal,C (yellow),8,"Straw PHA 8""",
Windrow,First Removal,C (yellow),9,"Straw PHA 8""",
Windrow,Second Removal,A (blue),1,"Straw PHA 8""",0.051
Windrow,Second Removal,A (blue),2,"Straw PHA 8""",0.077
Windrow,Second Removal,A (blue),3,"Straw PHA 8""",0.105
Windrow,Second Removal,A (blue),4,"Straw PHA 8""",0.056
Windrow,Second Removal,A (blue),5,"Straw PHA 8""",0.252
Windrow,Second Removal,B (green),1,"Straw PHA 8""",
Windrow,Second Removal,B (green),2,"Straw PHA 8""",
Windrow,Second Removal,B (green),3,"Straw PHA 8""",
Windrow,Second Removal,B (green),4,"Straw PHA 8""",
Windrow,Second Removal,B (green),5,"Straw PHA 8""",
Windrow,Second Removal,C (yellow),1,"Straw PHA 8""",
Windrow,Second Removal,C (yellow),2,"Straw PHA 8""",
Windrow,Second Removal,C (yellow),3,"Straw PHA 8""",
Windrow,Second Removal,C (yellow),4,"Straw PHA 8""",
Windrow,Second Removal,C (yellow),5,"Straw PHA 8""",
CASP,First Removal,A (blue),2,"Straw PHA 8""",0
CASP,First Removal,A (blue),4,"Straw PHA 8""",0.013
CASP,First Removal,A (blue),5,"Straw PHA 8""",0.013
CASP,First Removal,A (blue),7,"Straw PHA 8""",0.003
CASP,First Removal,A (blue),9,"Straw PHA 8""",0.005
CASP,First Removal,B (green),(blank),"Straw PHA 8""",
CASP,First Removal,B (green),1,"Straw PHA 8""",
CASP,First Removal,B (green),2,"Straw PHA 8""",
CASP,First Removal,B (green),4,"Straw PHA 8""",
CASP,First Removal,B (green),5,"Straw PHA 8""",
CASP,First Removal,B (green),8,"Straw PHA 8""",
CASP,First Removal,C (yellow),1,"Straw PHA 8""",
CASP,First Removal,C (yellow),2,"Straw PHA 8""",
CASP,First Removal,C (yellow),4,"Straw PHA 8""",
CASP,First Removal,C (yellow),5,"Straw PHA 8""",
CASP,First Removal,C (yellow),9,"Straw PHA 8""",
CASP,Second Removal,A (blue),10,"Straw PHA 8""",0
CASP,Second Removal,A (blue),3,"Straw PHA 8""",0
CASP,Second Removal,A (blue),6,"Straw PHA 8""",0
CASP,Second Removal,A (blue),8,"Straw PHA 8""",0
CASP,Second Removal,B (green),3,"Straw PHA 8""",
CASP,Second Removal,B (green),6,"Straw PHA 8""",
CASP,Second Removal,B (green),7,"Straw PHA 8""",
CASP,Second Removal,B (green),9,"Straw PHA 8""",
CASP,Second Removal,C (yellow),10,"Straw PHA 8""",
CASP,Second Removal,C (yellow),3,"Straw PHA 8""",
CASP,Second Removal,C (yellow),6,"Straw PHA 8""",
CASP,Second Removal,C (yellow),7,"Straw PHA 8""",
CASP,Second Removal,C (yellow),8,"Straw PHA 8""",
EASP,First Removal,A (blue),1,"Straw PHA 8""",0
EASP,First Removal,A (blue),10,"Straw PHA 8""",0.002
EASP,First Removal,A (blue),4,"Straw PHA 8""",0
EASP,First Removal,A (blue),6,"Straw PHA 8""",0
EASP,First Removal,A (blue),8,"Straw PHA 8""",0.003
EASP,First Removal,B (green),2,"Straw PHA 8""",
EASP,First Removal,B (green),5,"Straw PHA 8""",
EASP,First Removal,B (green),6,"Straw PHA 8""",
EASP,First Removal,B (green),7,"Straw PHA 8""",
EASP,First Removal,B (green),8,"Straw PHA 8""",
EASP,First Removal,C (yellow),10,"Straw PHA 8""",
EASP,First Removal,C (yellow),3,"Straw PHA 8""",
EASP,First Removal,C (yellow),7,"Straw PHA 8""",
EASP,First Removal,C (yellow),8,"Straw PHA 8""",
EASP,First Removal,C (yellow),9,"Straw PHA 8""",
EASP,Second Removal,A (blue),2,"Straw PHA 8""",0.011
EASP,Second Removal,A (blue),3,"Straw PHA 8""",0.017
EASP,Second Removal,A (blue),5,"Straw PHA 8""",0
EASP,Second Removal,A (blue),7,"Straw PHA 8""",0
EASP,Second Removal,A (blue),9,"Straw PHA 8""",0
EASP,Second Removal,B (green),1,"Straw PHA 8""",
EASP,Second Removal,B (green),10,"Straw PHA 8""",
EASP,Second Removal,B (green),3,"Straw PHA 8""",
EASP,Second Removal,B (green),4,"Straw PHA 8""",
EASP,Second Removal,B (green),8,"Straw PHA 8""",
EASP,Second Removal,C (yellow),1,"Straw PHA 8""",
EASP,Second Removal,C (yellow),2,"Straw PHA 8""",
EASP,Second Removal,C (yellow),4,"Straw PHA 8""",
EASP,Second Removal,C (yellow),5,"Straw PHA 8""",
EASP,Second Removal,C (yellow),6,"Straw PHA 8""",
CASP,First Removal,A (blue),10,"Straw PHA 8""",0
CASP,First Removal,A (blue),6,"Straw PHA 8""",0
CASP,First Removal,A (blue),7,"Straw PHA 8""",0.154
CASP,First Removal,A (blue),8,"Straw PHA 8""",0
CASP,First Removal,A (blue),9,"Straw PHA 8""",0.007
CASP,First Removal,B (green),10,"Straw PHA 8""",
CASP,First Removal,B (green),6,"Straw PHA 8""",
CASP,First Removal,B (green),7,"Straw PHA 8""",
CASP,First Removal,B (green),8,"Straw PHA 8""",
CASP,First Removal,B (green),9,"Straw PHA 8""",
CASP,First Removal,C (yellow),10,"Straw PHA 8""",
CASP,First Removal,C (yellow),6,"Straw PHA 8""",
CASP,First Removal,C (yellow),7,"Straw PHA 8""",
CASP,First Removal,C (yellow),8,"Straw PHA 8""",
