facility_name,bag_ID,item_ID,trial_stage,mass_resid_%,sa_resid_%
ASP,B-1,Q,First Removal,111.36,78.57
ASP,B-1,Q,First Removal,111.36,78.6
ASP,B-2,Q,First Removal,118.6,88.72
ASP,B-2,Q,First Removal,118.6,88.7
ASP,B-3,Q,First Removal,0.0,0.0
ASP,B-3,Q,First Removal,0.0,0.0
ASP,B-4,Q,First Removal,103.91,89.87
ASP,B-4,Q,First Removal,103.91,89.9
ASP,B-5,Q,First Removal,0.0,0.0
ASP,B-5,Q,First Removal,0.0,0.0
ASP,B-10,Q,Second Removal,107.26,69.58
ASP,B-10,Q,Second Removal,107.26,69.6
ASP,B-6,Q,Second Removal,112.39,76.38
ASP,B-6,Q,Second Removal,112.39,76.4
ASP,B-7,Q,Second Removal,89.13,78.23
ASP,B-7,Q,Second Removal,89.13,78.2
ASP,B-8,Q,Second Removal,112.7,77.9
ASP,B-8,Q,Second Removal,112.7,77.9
ASP,B-9,Q,Second Removal,136.85,74.15
ASP,B-9,Q,Second Removal,136.85,74.2
EASP,B-1,Q,First Removal,114.31,68.75
EASP,B-1,Q,First Removal,114.31,68.7
EASP,B-2,Q,First Removal,101.64,62.23
EASP,B-2,Q,First Removal,101.64,78.3
EASP,B-2,Q,First Removal,101.64,62.2
EASP,B-2,Q,First Removal,101.64,78.3
EASP,B-4,Q,First Removal,111.11,81.65
EASP,B-4,Q,First Removal,111.11,81.6
EASP,B-5,Q,First Removal,114.48,87.36
EASP,B-5,Q,First Removal,114.48,89.47
EASP,B-5,Q,First Removal,114.48,87.4
EASP,B-5,Q,First Removal,114.48,89.5
EASP,B-6,Q,First Removal,101.91,86.17
EASP,B-6,Q,First Removal,101.91,87.44
EASP,B-6,Q,First Removal,101.91,86.2
EASP,B-6,Q,First Removal,101.91,87.4
EASP,B-10,Q,Second Removal,104.38,18.36
EASP,B-10,Q,Second Removal,104.38,71.0
EASP,B-10,Q,Second Removal,104.38,18.4
EASP,B-10,Q,Second Removal,104.38,71.0
EASP,B-3,Q,Second Removal,109.34,0.0
EASP,B-3,Q,Second Removal,109.34,79.36
EASP,B-3,Q,Second Removal,109.34,0.0
EASP,B-3,Q,Second Removal,109.34,79.4
EASP,B-7,Q,Second Removal,82.31,78.55
EASP,B-7,Q,Second Removal,82.31,78.5
EASP,B-8,Q,Second Removal,97.58,20.69
EASP,B-8,Q,Second Removal,97.58,72.93
EASP,B-8,Q,Second Removal,97.58,20.7
EASP,B-8,Q,Second Removal,97.58,72.9
EASP,B-9,Q,Second Removal,86.05,74.43
EASP,B-9,Q,Second Removal,86.05,74.4
Windrow,B-10,Q,First Removal,0.0,0.0
Windrow,B-10,Q,First Removal,0.0,0.0
Windrow,B-2,Q,First Removal,91.85,70.06
Windrow,B-2,Q,First Removal,91.85,70.1
Windrow,B-4,Q,First Removal,0.0,0.0
Windrow,B-4,Q,First Removal,0.0,0.0
Windrow,B-6,Q,First Removal,0.0,0.0
Windrow,B-6,Q,First Removal,0.0,0.0
Windrow,B-7,Q,First Removal,57.09,45.35
Windrow,B-7,Q,First Removal,57.09,45.3
Windrow,B-1,Q,Second Removal,0.0,0.0
Windrow,B-1,Q,Second Removal,0.0,0.0
Windrow,B-3,Q,Second Removal,0.0,0.0
Windrow,B-3,Q,Second Removal,0.0,0.0
Windrow,B-5,Q,Second Removal,0.0,0.0
Windrow,B-5,Q,Second Removal,0.0,0.0
Windrow,B-9,Q,Second Removal,9.29,8.36
Windrow,B-9,Q,Second Removal,9.29,8.4
EASP,NaN,Q,First Removal,35.57,11.81
EASP,NaN,Q,First Removal,35.57,11.8
EASP,NaN,Q,Second Removal,35.54,19.82
EASP,NaN,Q,Second Removal,35.54,19.8
In-Vessel,NaN,Q,First Removal,0.0,0.0
In-Vessel,NaN,Q,First Removal,0.0,0.0
In-Vessel,NaN,Q,Second Removal,0.0,0.0
In-Vessel,NaN,Q,Second Removal,0.0,0.0
 Windrow,C-10,V,First Removal,2.49,3.42
 Windrow,C-10,V,First Removal,2.49,3.4
 Windrow,C-6,V,First Removal,0.4,0.62
 Windrow,C-6,V,First Removal,0.4,0.6
 Windrow,C-7,V,First Removal,0.0,0.0
 Windrow,C-7,V,First Removal,0.0,0.0
 Windrow,C-8,V,First Removal,1.33,1.72
 Windrow,C-8,V,First Removal,1.33,1.7
 Windrow,C-9,V,First Removal,95.07,93.81
 Windrow,C-9,V,First Removal,95.07,93.8
 Windrow,C-1,V,Second Removal,53.19,76.67
 Windrow,C-1,V,Second Removal,53.19,76.7
 Windrow,C-2,V,Second Removal,0.0,0.0
 Windrow,C-2,V,Second Removal,0.0,0.0
 Windrow,C-3,V,Second Removal,57.98,68.74
 Windrow,C-3,V,Second Removal,57.98,68.7
 Windrow,C-4,V,Second Removal,0.0,0.0
 Windrow,C-4,V,Second Removal,0.0,0.0
 Windrow,C-5,V,Second Removal,45.37,53.59
 Windrow,C-5,V,Second Removal,45.37,53.6
CASP,C-1,V,First Removal,0.52,0.78
CASP,C-1,V,First Removal,0.52,0.8
CASP,C-2,V,First Removal,0.0,0.0
CASP,C-2,V,First Removal,0.0,0.0
CASP,C-4,V,First Removal,0.0,0.0
CASP,C-4,V,First Removal,0.0,0.0
CASP,C-5,V,First Removal,0.0,0.0
CASP,C-5,V,First Removal,0.0,24.06
CASP,C-5,V,First Removal,0.0,0.0
CASP,C-5,V,First Removal,0.0,24.1
CASP,C-9,V,First Removal,0.0,0.0
CASP,C-9,V,First Removal,0.0,97.29
CASP,C-9,V,First Removal,0.0,0.0
CASP,C-9,V,First Removal,0.0,97.3
CASP,C-10,V,Second Removal,0.0,0.0
CASP,C-10,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-6,V,Second Removal,0.0,0.0
CASP,C-6,V,Second Removal,0.0,0.0
CASP,C-6,V,Second Removal,0.0,0.0
CASP,C-6,V,Second Removal,0.0,0.0
CASP,C-7,V,Second Removal,0.0,0.0
CASP,C-7,V,Second Removal,0.0,0.0
CASP,C-8,V,Second Removal,0.0,0.0
CASP,C-8,V,Second Removal,0.0,0.0
EASP,C-10,V,First Removal,100.51,110.84
EASP,C-10,V,First Removal,100.51,110.8
EASP,C-3,V,First Removal,8.18,11.83
EASP,C-3,V,First Removal,8.18,0.0
EASP,C-3,V,First Removal,8.18,11.8
EASP,C-3,V,First Removal,8.18,0.0
EASP,C-7,V,First Removal,35.52,44.89
EASP,C-7,V,First Removal,35.52,44.9
EASP,C-8,V,First Removal,57.45,75.98
EASP,C-8,V,First Removal,57.45,76.0
EASP,C-9,V,First Removal,73.63,87.2
EASP,C-9,V,First Removal,73.63,87.2
EASP,C-1,V,Second Removal,0.0,0.0
EASP,C-1,V,Second Removal,0.0,0.0
EASP,C-2,V,Second Removal,0.0,0.0
EASP,C-2,V,Second Removal,0.0,0.0
EASP,C-4,V,Second Removal,0.0,0.0
EASP,C-4,V,Second Removal,0.0,0.0
EASP,C-5,V,Second Removal,0.0,0.0
EASP,C-5,V,Second Removal,0.0,0.0
EASP,C-6,V,Second Removal,0.0,0.0
EASP,C-6,V,Second Removal,0.0,0.0
EASP,C-6,V,Second Removal,0.0,0.0
EASP,C-6,V,Second Removal,0.0,0.0
CASP,C-10,V,First Removal,104.39,98.33
CASP,C-10,V,First Removal,104.39,0.0
CASP,C-10,V,First Removal,104.39,98.3
CASP,C-10,V,First Removal,104.39,0.0
CASP,C-6,V,First Removal,103.43,99.81
CASP,C-6,V,First Removal,103.43,99.8
CASP,C-7,V,First Removal,74.14,70.32
CASP,C-7,V,First Removal,74.14,0.0
CASP,C-7,V,First Removal,74.14,70.3
CASP,C-7,V,First Removal,74.14,0.0
CASP,C-8,V,First Removal,82.43,83.22
CASP,C-8,V,First Removal,82.43,18.36
CASP,C-8,V,First Removal,82.43,83.2
CASP,C-8,V,First Removal,82.43,18.4
CASP,C-9,V,First Removal,100.49,0.0
CASP,C-9,V,First Removal,100.49,97.29
CASP,C-9,V,First Removal,100.49,0.0
CASP,C-9,V,First Removal,100.49,97.3
CASP,C-1,V,Second Removal,0.0,0.0
CASP,C-1,V,Second Removal,0.0,0.0
CASP,C-1,V,Second Removal,0.0,0.0
CASP,C-1,V,Second Removal,0.0,0.0
CASP,C-2,V,Second Removal,0.0,0.0
CASP,C-2,V,Second Removal,0.0,0.0
CASP,C-2,V,Second Removal,0.0,0.0
CASP,C-2,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-4,V,Second Removal,0.0,0.0
CASP,C-4,V,Second Removal,0.0,0.0
CASP,C-5,V,Second Removal,0.0,0.0
CASP,C-5,V,Second Removal,0.0,0.0
CASP,C-10,V,First Removal,0.0,98.33
CASP,C-10,V,First Removal,0.0,0.0
CASP,C-10,V,First Removal,0.0,98.3
CASP,C-10,V,First Removal,0.0,0.0
CASP,C-5,V,First Removal,18.17,0.0
CASP,C-5,V,First Removal,18.17,24.06
CASP,C-5,V,First Removal,18.17,0.0
CASP,C-5,V,First Removal,18.17,24.1
CASP,C-7,V,First Removal,0.0,70.32
CASP,C-7,V,First Removal,0.0,0.0
CASP,C-7,V,First Removal,0.0,70.3
CASP,C-7,V,First Removal,0.0,0.0
CASP,C-8,V,First Removal,14.4,83.22
CASP,C-8,V,First Removal,14.4,18.36
CASP,C-8,V,First Removal,14.4,83.2
CASP,C-8,V,First Removal,14.4,18.4
CASP,C-1,V,Second Removal,0.0,0.0
CASP,C-1,V,Second Removal,0.0,0.0
CASP,C-1,V,Second Removal,0.0,0.0
CASP,C-1,V,Second Removal,0.0,0.0
CASP,C-2,V,Second Removal,0.0,0.0
CASP,C-2,V,Second Removal,0.0,0.0
CASP,C-2,V,Second Removal,0.0,0.0
CASP,C-2,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-3,V,Second Removal,0.0,0.0
CASP,C-6,V,Second Removal,0.0,0.0
CASP,C-6,V,Second Removal,0.0,0.0
CASP,C-6,V,Second Removal,0.0,0.0
CASP,C-6,V,Second Removal,0.0,0.0
CASP,C-9,V,Second Removal,0.0,0.0
CASP,C-9,V,Second Removal,0.0,0.0
ASP,C-1,V,First Removal,44.37,49.81
ASP,C-1,V,First Removal,44.37,49.8
ASP,C-2,V,First Removal,38.45,44.51
ASP,C-2,V,First Removal,38.45,44.5
ASP,C-3,V,First Removal,57.37,67.35
ASP,C-3,V,First Removal,57.37,67.3
ASP,C-4,V,First Removal,52.72,48.02
ASP,C-4,V,First Removal,52.72,48.0
ASP,C-5,V,First Removal,77.06,82.95
ASP,C-5,V,First Removal,77.06,83.0
ASP,C-10,V,Second Removal,23.41,32.67
ASP,C-10,V,Second Removal,23.41,32.7
ASP,C-6,V,Second Removal,6.67,7.9
ASP,C-6,V,Second Removal,6.67,7.9
ASP,C-7,V,Second Removal,3.63,3.81
ASP,C-7,V,Second Removal,3.63,3.8
ASP,C-8,V,Second Removal,0.0,0.0
ASP,C-8,V,Second Removal,0.0,0.0
ASP,C-9,V,Second Removal,1.02,2.6
ASP,C-9,V,Second Removal,1.02,2.6
EASP,C-1,V,First Removal,0.0,0.0
EASP,C-1,V,First Removal,0.0,0.0
EASP,C-2,V,First Removal,0.0,0.0
EASP,C-2,V,First Removal,0.0,0.0
EASP,C-3,V,First Removal,0.0,11.83
EASP,C-3,V,First Removal,0.0,0.0
EASP,C-3,V,First Removal,0.0,11.8
EASP,C-3,V,First Removal,0.0,0.0
EASP,C-4,V,First Removal,0.0,0.0
EASP,C-4,V,First Removal,0.0,0.0
EASP,C-5,V,First Removal,2.48,3.05
EASP,C-5,V,First Removal,2.48,3.0
EASP,C-10,V,Second Removal,0.0,0.0
EASP,C-10,V,Second Removal,0.0,0.0
EASP,C-6,V,Second Removal,0.0,0.0
EASP,C-6,V,Second Removal,0.0,0.0
EASP,C-6,V,Second Removal,0.0,0.0
EASP,C-6,V,Second Removal,0.0,0.0
EASP,C-7,V,Second Removal,0.0,0.0
EASP,C-7,V,Second Removal,0.0,0.0
EASP,C-8,V,Second Removal,0.0,0.0
EASP,C-8,V,Second Removal,0.0,0.0
EASP,C-9,V,Second Removal,0.0,0.0
EASP,C-9,V,Second Removal,0.0,0.0
Windrow,C-1,V,First Removal,0.0,0.0
Windrow,C-1,V,First Removal,0.0,0.0
Windrow,C-3,V,First Removal,97.14,100.97
Windrow,C-3,V,First Removal,97.14,101.0
Windrow,C-5,V,First Removal,66.33,71.28
Windrow,C-5,V,First Removal,66.33,71.3
Windrow,C-6,V,First Removal,2.24,1.85
Windrow,C-6,V,First Removal,2.24,1.8
Windrow,C-7,V,First Removal,1.14,1.91
Windrow,C-7,V,First Removal,1.14,1.9
Windrow,C-10,V,Second Removal,0.0,0.0
Windrow,C-10,V,Second Removal,0.0,0.0
Windrow,C-2,V,Second Removal,0.0,0.0
Windrow,C-2,V,Second Removal,0.0,0.0
Windrow,C-4,V,Second Removal,0.0,0.0
Windrow,C-4,V,Second Removal,0.0,0.0
Windrow,C-9,V,Second Removal,0.0,0.0
Windrow,C-9,V,Second Removal,0.0,0.0
EASP,NaN,V,First Removal,0.0,0.0
EASP,NaN,V,First Removal,0.0,0.0
EASP,NaN,V,Second Removal,0.0,0.0
EASP,NaN,V,Second Removal,0.0,0.0
In-Vessel,NaN,V,First Removal,8.16,1.94
In-Vessel,NaN,V,First Removal,8.16,1.9
In-Vessel,NaN,V,Second Removal,2.89,0.78
In-Vessel,NaN,V,Second Removal,2.89,0.8
 Windrow,A-10,B,First Removal,5.9,24.4
 Windrow,A-6,B,First Removal,2.2,7.5
 Windrow,A-7,B,First Removal,1.8,8.0
 Windrow,A-8,B,First Removal,22.0,19.5
 Windrow,A-9,B,First Removal,2.8,11.7
 Windrow,A-1,B,Second Removal,4.2,12.1
 Windrow,A-2,B,Second Removal,1.8,9.3
 Windrow,A-3,B,Second Removal,0.0,0.0
 Windrow,A-4,B,Second Removal,3.0,17.5
CASP,A-2,B,First Removal,1.3,3.9
CASP,A-4,B,First Removal,4.0,11.0
CASP,A-4,B,First Removal,4.0,32.5
CASP,A-5,B,First Removal,3.3,10.7
CASP,A-5,B,First Removal,3.3,33.1
CASP,A-7,B,First Removal,0.0,0.0
CASP,A-7,B,First Removal,0.0,5.6
CASP,A-7,B,First Removal,0.0,22.6
CASP,A-9,B,First Removal,7.2,6.3
CASP,A-9,B,First Removal,7.2,4.2
CASP,A-10,B,Second Removal,0.0,0.0
CASP,A-3,B,Second Removal,0.6,2.5
CASP,A-3,B,Second Removal,0.6,62.6
CASP,A-6,B,Second Removal,0.0,0.0
CASP,A-6,B,Second Removal,0.0,0.0
CASP,A-8,B,Second Removal,0.0,0.0
CASP,A-8,B,Second Removal,0.0,45.3
EASP,A-1,B,First Removal,0.1,2.0
EASP,A-10,B,First Removal,5.3,6.0
EASP,A-10,B,First Removal,5.3,0.6
EASP,A-4,B,First Removal,1.8,9.2
EASP,A-4,B,First Removal,1.8,14.6
EASP,A-6,B,First Removal,0.5,2.5
EASP,A-6,B,First Removal,0.5,2.0
EASP,A-8,B,First Removal,0.3,2.2
EASP,A-2,B,Second Removal,1.2,4.5
EASP,A-3,B,Second Removal,2.0,4.1
EASP,A-3,B,Second Removal,2.0,6.1
EASP,A-5,B,Second Removal,0.5,1.4
EASP,A-5,B,Second Removal,0.5,0.0
EASP,A-7,B,Second Removal,0.0,0.0
EASP,A-7,B,Second Removal,0.0,5.2
EASP,A-9,B,Second Removal,0.9,2.8
CASP,A-10,B,First Removal,0.0,0.0
CASP,A-10,B,First Removal,0.0,71.1
CASP,A-6,B,First Removal,0.8,3.9
CASP,A-7,B,First Removal,1.0,0.0
CASP,A-7,B,First Removal,1.0,5.6
CASP,A-7,B,First Removal,1.0,22.6
CASP,A-8,B,First Removal,0.0,0.5
CASP,A-9,B,First Removal,0.5,6.3
CASP,A-9,B,First Removal,0.5,4.2
CASP,A-1,B,Second Removal,0.0,0.0
CASP,A-2,B,Second Removal,0.0,0.0
CASP,A-2,B,Second Removal,0.0,0.0
CASP,A-4,B,Second Removal,0.0,0.0
CASP,A-5,B,Second Removal,0.0,0.0
CASP,A-1,B,First Removal,47.3,28.1
CASP,A-10,B,First Removal,87.7,0.0
CASP,A-10,B,First Removal,87.7,71.1
CASP,A-4,B,First Removal,36.9,11.0
CASP,A-4,B,First Removal,36.9,32.5
CASP,A-5,B,First Removal,58.7,10.7
CASP,A-5,B,First Removal,58.7,33.1
CASP,A-7,B,First Removal,37.8,0.0
CASP,A-7,B,First Removal,37.8,5.6
CASP,A-7,B,First Removal,37.8,22.6
CASP,A-2,B,Second Removal,0.0,0.0
CASP,A-2,B,Second Removal,0.0,0.0
CASP,A-3,B,Second Removal,98.3,2.5
CASP,A-3,B,Second Removal,98.3,62.6
CASP,A-6,B,Second Removal,0.0,0.0
CASP,A-6,B,Second Removal,0.0,0.0
CASP,A-8,B,Second Removal,102.5,0.0
CASP,A-8,B,Second Removal,102.5,45.3
CASP,A-9,B,Second Removal,0.0,0.0
ASP,A-2,B,First Removal,9.4,11.1
ASP,A-3,B,First Removal,9.2,16.1
ASP,A-4,B,First Removal,4.5,16.8
ASP,A-5,B,First Removal,0.0,0.0
ASP,A-10,B,Second Removal,7.4,14.9
ASP,A-6,B,Second Removal,0.0,0.0
ASP,A-7,B,Second Removal,5.4,13.5
ASP,A-8,B,Second Removal,0.0,0.0
ASP,A-9,B,Second Removal,6.7,14.0
EASP,A-10,B,First Removal,0.0,6.0
EASP,A-10,B,First Removal,0.0,0.6
EASP,A-2,B,First Removal,2.4,8.1
EASP,A-4,B,First Removal,4.9,9.2
EASP,A-4,B,First Removal,4.9,14.6
EASP,A-6,B,First Removal,0.6,2.5
EASP,A-6,B,First Removal,0.6,2.0
EASP,A-9,B,First Removal,1.9,6.1
EASP,A-1,B,Second Removal,3.4,15.5
EASP,A-3,B,Second Removal,1.8,4.1
EASP,A-3,B,Second Removal,1.8,6.1
EASP,A-5,B,Second Removal,0.0,1.4
EASP,A-5,B,Second Removal,0.0,0.0
EASP,A-7,B,Second Removal,2.2,0.0
EASP,A-7,B,Second Removal,2.2,5.2
EASP,A-8,B,Second Removal,0.6,1.9
Windrow,A-2,B,First Removal,6.7,15.0
Windrow,A-4,B,First Removal,52.5,28.6
Windrow,A-6,B,First Removal,76.1,32.0
Windrow,A-7,B,First Removal,2.1,10.0
Windrow,A-9,B,First Removal,19.8,48.3
Windrow,A-1,B,Second Removal,0.0,0.0
Windrow,A-10,B,Second Removal,1.2,5.3
Windrow,A-3,B,Second Removal,0.0,0.0
Windrow,A-5,B,Second Removal,0.0,0.0
Windrow,A-8,B,Second Removal,1.0,4.0
EASP,NaN,B,First Removal,0.6,2.7
EASP,NaN,B,Second Removal,0.0,0.0
In-Vessel,NaN,B,First Removal,0.0,0.0
In-Vessel,NaN,B,Second Removal,0.0,0.0
 Windrow,A-10,D,First Removal,2.6,3.9
 Windrow,A-6,D,First Removal,17.5,23.7
 Windrow,A-7,D,First Removal,1.3,1.5
 Windrow,A-8,D,First Removal,42.4,62.0
 Windrow,A-9,D,First Removal,1.5,2.0
 Windrow,A-1,D,Second Removal,1.4,2.0
 Windrow,A-2,D,Second Removal,1.3,2.0
 Windrow,A-3,D,Second Removal,1.7,2.7
 Windrow,A-4,D,Second Removal,0.6,0.8
 Windrow,A-5,D,Second Removal,5.5,7.5
CASP,A-2,D,First Removal,1.1,1.9
CASP,A-4,D,First Removal,5.1,6.5
CASP,A-4,D,First Removal,5.1,42.6
CASP,A-5,D,First Removal,6.9,10.6
CASP,A-5,D,First Removal,6.9,98.8
CASP,A-7,D,First Removal,3.6,6.2
CASP,A-7,D,First Removal,3.6,17.5
CASP,A-7,D,First Removal,3.6,95.0
CASP,A-9,D,First Removal,4.8,6.4
CASP,A-9,D,First Removal,4.8,4.7
CASP,A-10,D,Second Removal,0.0,0.0
CASP,A-6,D,Second Removal,0.0,0.0
CASP,A-6,D,Second Removal,0.0,0.0
CASP,A-8,D,Second Removal,0.0,0.0
CASP,A-8,D,Second Removal,0.0,108.7
EASP,A-1,D,First Removal,0.8,1.3
EASP,A-10,D,First Removal,8.0,11.4
EASP,A-10,D,First Removal,8.0,2.2
EASP,A-4,D,First Removal,1.9,2.8
EASP,A-4,D,First Removal,1.9,7.8
EASP,A-6,D,First Removal,2.3,3.1
EASP,A-6,D,First Removal,2.3,35.9
EASP,A-8,D,First Removal,0.5,0.7
EASP,A-2,D,Second Removal,0.0,0.0
EASP,A-5,D,Second Removal,0.0,0.0
EASP,A-5,D,Second Removal,0.0,0.0
EASP,A-7,D,Second Removal,0.0,0.0
EASP,A-7,D,Second Removal,0.0,4.9
EASP,A-9,D,Second Removal,0.0,0.0
CASP,A-10,D,First Removal,0.4,0.4
CASP,A-10,D,First Removal,0.4,105.2
CASP,A-6,D,First Removal,0.0,0.0
CASP,A-7,D,First Removal,12.5,6.2
CASP,A-7,D,First Removal,12.5,17.5
CASP,A-7,D,First Removal,12.5,95.0
CASP,A-8,D,First Removal,0.0,0.0
CASP,A-9,D,First Removal,3.2,6.4
CASP,A-9,D,First Removal,3.2,4.7
CASP,A-1,D,Second Removal,0.0,0.0
CASP,A-2,D,Second Removal,0.0,0.0
CASP,A-2,D,Second Removal,0.0,36.6
CASP,A-4,D,Second Removal,1.8,3.7
CASP,A-5,D,Second Removal,0.0,0.0
CASP,A-1,D,First Removal,80.8,99.8
CASP,A-10,D,First Removal,100.1,0.4
CASP,A-10,D,First Removal,100.1,105.2
CASP,A-4,D,First Removal,29.9,6.5
CASP,A-4,D,First Removal,29.9,42.6
CASP,A-5,D,First Removal,81.4,10.6
CASP,A-5,D,First Removal,81.4,98.8
CASP,A-7,D,First Removal,77.4,6.2
CASP,A-7,D,First Removal,77.4,17.5
CASP,A-7,D,First Removal,77.4,95.0
CASP,A-2,D,Second Removal,24.7,0.0
CASP,A-2,D,Second Removal,24.7,36.6
CASP,A-3,D,Second Removal,82.4,100.0
CASP,A-6,D,Second Removal,0.0,0.0
CASP,A-6,D,Second Removal,0.0,0.0
CASP,A-8,D,Second Removal,92.4,0.0
CASP,A-8,D,Second Removal,92.4,108.7
CASP,A-9,D,Second Removal,10.0,17.5
ASP,A-1,D,First Removal,10.5,13.8
ASP,A-2,D,First Removal,18.8,25.3
ASP,A-3,D,First Removal,7.6,10.1
ASP,A-4,D,First Removal,15.9,23.6
ASP,A-5,D,First Removal,6.9,8.9
ASP,A-10,D,Second Removal,0.0,0.0
ASP,A-6,D,Second Removal,0.0,0.0
ASP,A-7,D,Second Removal,0.0,0.0
ASP,A-8,D,Second Removal,0.0,0.0
ASP,A-9,D,Second Removal,0.0,0.0
EASP,A-10,D,First Removal,1.4,11.4
EASP,A-10,D,First Removal,1.4,2.2
EASP,A-2,D,First Removal,2.8,4.0
EASP,A-4,D,First Removal,5.9,2.8
EASP,A-4,D,First Removal,5.9,7.8
EASP,A-6,D,First Removal,26.7,3.1
EASP,A-6,D,First Removal,26.7,35.9
EASP,A-9,D,First Removal,36.7,53.2
EASP,A-1,D,Second Removal,23.7,36.6
EASP,A-3,D,Second Removal,7.4,14.1
EASP,A-5,D,Second Removal,0.0,0.0
EASP,A-5,D,Second Removal,0.0,0.0
EASP,A-7,D,Second Removal,2.7,0.0
EASP,A-7,D,Second Removal,2.7,4.9
EASP,A-8,D,Second Removal,0.0,0.0
Windrow,A-2,D,First Removal,2.3,5.1
Windrow,A-4,D,First Removal,67.3,92.3
Windrow,A-6,D,First Removal,41.2,61.7
Windrow,A-7,D,First Removal,0.0,28.4
Windrow,A-1,D,Second Removal,0.1,0.2
Windrow,A-10,D,Second Removal,0.0,0.0
Windrow,A-3,D,Second Removal,0.0,0.0
Windrow,A-5,D,Second Removal,0.0,0.0
Windrow,A-8,D,Second Removal,0.0,0.0
EASP,NaN,D,First Removal,2.6,1.6
EASP,NaN,D,Second Removal,0.0,0.0
In-Vessel,NaN,D,First Removal,3.6,3.2
In-Vessel,NaN,D,Second Removal,0.4,0.1
 Windrow,A-10,H,First Removal,23.1,28.2
 Windrow,A-6,H,First Removal,44.3,42.9
 Windrow,A-7,H,First Removal,9.6,7.3
 Windrow,A-8,H,First Removal,85.9,68.7
 Windrow,A-9,H,First Removal,7.5,7.2
 Windrow,A-1,H,Second Removal,5.1,5.5
 Windrow,A-2,H,Second Removal,7.7,9.2
 Windrow,A-3,H,Second Removal,10.5,11.8
 Windrow,A-4,H,Second Removal,5.6,4.8
 Windrow,A-5,H,Second Removal,25.2,31.8
CASP,A-2,H,First Removal,0.0,0.0
CASP,A-4,H,First Removal,1.3,1.9
CASP,A-4,H,First Removal,1.3,45.1
CASP,A-5,H,First Removal,1.3,2.5
CASP,A-5,H,First Removal,1.3,69.2
CASP,A-7,H,First Removal,0.3,0.4
CASP,A-7,H,First Removal,0.3,14.5
CASP,A-7,H,First Removal,0.3,89.4
CASP,A-9,H,First Removal,0.5,0.6
CASP,A-9,H,First Removal,0.5,0.7
CASP,A-10,H,Second Removal,0.0,0.0
CASP,A-3,H,Second Removal,0.0,0.0
CASP,A-3,H,Second Removal,0.0,39.1
CASP,A-6,H,Second Removal,0.0,0.0
CASP,A-6,H,Second Removal,0.0,0.0
CASP,A-8,H,Second Removal,0.0,0.0
CASP,A-8,H,Second Removal,0.0,30.1
EASP,A-1,H,First Removal,0.0,0.1
EASP,A-10,H,First Removal,0.2,0.4
EASP,A-10,H,First Removal,0.2,0.0
EASP,A-4,H,First Removal,0.0,0.0
EASP,A-4,H,First Removal,0.0,0.0
EASP,A-6,H,First Removal,0.0,0.0
EASP,A-6,H,First Removal,0.0,8.2
EASP,A-8,H,First Removal,0.3,0.3
EASP,A-2,H,Second Removal,1.1,1.4
EASP,A-3,H,Second Removal,1.7,1.2
EASP,A-3,H,Second Removal,1.7,0.0
EASP,A-5,H,Second Removal,0.0,0.0
EASP,A-5,H,Second Removal,0.0,0.3
EASP,A-7,H,Second Removal,0.0,0.0
EASP,A-7,H,Second Removal,0.0,0.0
EASP,A-9,H,Second Removal,0.0,0.0
CASP,A-10,H,First Removal,0.0,0.0
CASP,A-10,H,First Removal,0.0,73.3
CASP,A-6,H,First Removal,0.0,0.0
CASP,A-7,H,First Removal,15.4,0.4
CASP,A-7,H,First Removal,15.4,14.5
CASP,A-7,H,First Removal,15.4,89.4
CASP,A-8,H,First Removal,0.0,0.0
CASP,A-9,H,First Removal,0.7,0.6
CASP,A-9,H,First Removal,0.7,0.7
CASP,A-1,H,Second Removal,0.0,0.0
CASP,A-2,H,Second Removal,0.0,0.0
CASP,A-2,H,Second Removal,0.0,45.1
CASP,A-4,H,Second Removal,0.0,0.0
CASP,A-5,H,Second Removal,0.0,0.0
CASP,A-1,H,First Removal,55.3,57.5
CASP,A-10,H,First Removal,78.1,0.0
CASP,A-10,H,First Removal,78.1,73.3
CASP,A-4,H,First Removal,44.2,1.9
CASP,A-4,H,First Removal,44.2,45.1
CASP,A-5,H,First Removal,61.6,2.5
CASP,A-5,H,First Removal,61.6,69.2
CASP,A-7,H,First Removal,82.4,0.4
CASP,A-7,H,First Removal,82.4,14.5
